_id,productId,productName,category,price,grade,filters.plasticFree,filters.fscCertified,filters.carbonNeutral,filters.recycledMaterials,productImage,manufacturingProcess,transportationMethod,materialsUsed,plasticReducedPercent,chemicalUsedPercent,co2ReducedPercent,isRecyclable,packagingRecyclable,biodegradablePercent,waterUsedLiters,energyUsedKwh,productWeightKg,productLifespanYears,createdAt,updatedAt
087f104adbde41188097f00c,1210,VOGARD Leather Auto Lock Buckle Belt and RFID Protected Genuine Leather Wallet Combo (1228Black),stores,22.13,1,True,True,True,True,818zLRTfy3L._AC_UL320_.jpg,water-based infusion,air,Glass,65,88,17,True,True,38,3.32,1.0,4.42,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
4f3a5c4ff50d4f5eae991ec7,1211,"Kraft Seeds African Marigold Flower Seeds (1 Packet Orange, 1500 seeds ) | Flowering Seeds for Home Gardening | Natural an...",home & kitchen,12.06,4,True,True,False,False,61zfeA2fTgS._AC_UL320_.jpg,hand-crafted,air,Composite,58,69,28,False,False,50,5.4,2.41,1.4,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
5e31a5924fd8457eb2ae7b8a,1212,Passion Men's Blue Regular Fit Jeans (Size: 36)-ROTTSKY,men's clothing,24.4,2,True,True,False,True,61JMHnBSWKL._AC_UL320_.jpg,hand-crafted,rail,Composite,49,58,71,False,False,79,23.11,3.32,1.57,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
e948235131204f0191c0e430,1213,ayushicreationa Women Handmade Purse Mobile Phone Pouch with Waist Clips Zips Card Slots Coin Purse Wallet Ladies Hand Pur...,bags & luggage,39.97,3,True,False,False,False,61YvMrUAwBL._AC_UL320_.jpg,solar-powered,air,Plastic,91,35,65,False,True,80,22.02,6.97,3.05,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
991bbfe5d5aa4f1d89a87507,1214,Puma Unisex-Adult RBR Low Racer Shoes,men's shoes,15.76,1,False,False,True,False,61hRua+nQyL._AC_UL320_.jpg,solar-powered,sea,Metal,-210,2,57,True,True,42,7.8,8.94,2.42,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
37965e00a1fe41c89f14808f,1215,Focal ESPARK1001-WH001 Wired In-Ear Headphone With Mic (Silver),"tv, audio & cameras",29.49,5,False,False,False,False,51e1XmrBLvL._AC_UL320_.jpg,water-based infusion,truck,Paper,-45,82,24,False,False,11,27.64,9.11,1.19,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
5494ef1ed8a7453b9cac8650,1216,"Clarks Men's Dennet Wing Leather Lace-Up Shoes (Black, 10 UK, 26162910)",men's shoes,44.02,3,True,False,True,False,61hll4pdQML._AC_UL320_.jpg,solar-powered,truck,Fabric,17,3,16,True,False,55,12.29,2.92,3.48,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
2644b11ded9947f69d8d469a,1217,Electronicspices 25W Soldering Iron For Home Use & Small Repairing Work For Electronics,industrial supplies,35.47,2,False,True,False,False,316uNJj+FKL._AC_UL320_.jpg,hand-crafted,air,Glass,-127,46,40,True,False,39,24.72,3.39,3.77,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
9f2d6c433a0b445b99646d6a,1218,"Crackles Cat Design Stereo Earphone Wired with Mic for Girls/Boys, Gaming, Best Gifts for Birthday (120 Cm Wire)","tv, audio & cameras",17.36,5,True,False,False,False,31hutaWN-IL._AC_UL320_.jpg,water-based infusion,air,Paper,50,387,80,False,False,97,26.27,2.63,2.75,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
ca4e8146c1064cdf8eac0f5b,1219,BEN COMM Women's Polycotton Briefs (Pack of 1) (HS2_Black_28),women's clothing,46.16,2,True,False,True,True,61+fui4sXQL._AC_UL320_.jpg,hand-crafted,sea,Plastic,0,47,24,True,False,67,12.39,3.7,2.39,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
f3680b917c5b43c69a10b836,1220,"TANTRA Men's and Women's Sports Running , Gym Mobile Pouch, Workout Waist Belt (S, M, L, XL/M / 27.5-31)",stores,6.38,5,False,True,True,False,718D1RyRQrL._AC_UL320_.jpg,solar-powered,air,Metal,-76,35,95,False,False,91,20.02,8.27,1.76,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
1cc387d1e5a24bb597a68b50,1221,GRECIILOOKS Women's Solid Cotton Silk Manipuri Striped Woven Traditional Saree With Blouse Piece,women's clothing,41.02,2,False,False,False,True,814N1-8woNL._AC_UL320_.jpg,solar-powered,rail,Fabric,-64,52,79,True,True,54,28.07,3.31,4.03,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
d1733dff8f174dc084d430e1,1222,"HIGHPICK ELECTRIC TOOTHBRUSH FOR ADULTS AND TEENS, ELECTRIC TOOTHBRUSH BATTERY OPERATED DEEP CLEANSING TOOTHBRUSH 1pc SET...",beauty & health,17.23,4,True,False,True,False,31ScplFHiZL._AC_UL320_.jpg,hand-crafted,air,Composite,60,104,94,False,True,77,18.13,6.97,4.58,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
a4c3c21a8ef1480487d1cf7c,1223,LINC Pentonic B-RT Ball Point Pen | Tip Size 0.7 mm | Comfortable Grip | Ideal for Students and Professionals | For Schoo...,"tv, audio & cameras",32.46,5,False,False,True,False,61WZl9HFHOL._AC_UL320_.jpg,water-based infusion,air,Glass,-1,15,75,True,False,87,15.82,4.2,2.91,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
5f57d908a5444f6a8b0fe8d3,1224,Levi's Women Jeans,women's clothing,44.24,4,False,False,False,False,617Dog441pL._AC_UL320_.jpg,hand-crafted,sea,Plastic,-24,197,49,False,False,73,13.92,7.13,4.48,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
d91b4b555f224990bca2b108,1225,"FREECULTR Men's Luxury Underwear Anti Bacterial Smooth Flex Bio Modal Brief - Itch, Chafing & Sweat Proof, No-Fade, 100% T...",men's clothing,43.61,1,True,True,False,True,41Ym0oJTZfS._AC_UL320_.jpg,water-based infusion,air,Glass,72,71,49,True,True,19,14.81,0.67,1.13,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
ed6bf93c53984fcdb057da55,1226,Puma Mens 22 FH Rubber White-Ultra Orange-Fast Yellow Cricket Shoe - 8UK (10678905),men's shoes,27.84,5,False,True,True,False,6108Stkyn-L._AC_UL320_.jpg,solar-powered,truck,Metal,-153,159,31,False,True,73,15.73,4.5,3.58,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
0b1982c0bd5b41b6bbb1dc4d,1227,Sahiba Gems Pure Silver / Chandi Lord Shree Salasar Balaji Bajrang Bali Hanuman Pendant ~ Round Shape | Huge Size,accessories,40.51,2,False,False,False,False,61Ph0u9i4YL._AC_UL320_.jpg,hand-crafted,rail,Fabric,-85,126,20,False,False,16,10.2,1.05,3.61,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
0ead8342e9344306be9ad698,1228,"SIGNATURE Blanket Signature Comfy Gold Premium Single Bed 2 Ply Reversible Blanket (Purple, Polyester, Pack of 1)",home & kitchen,8.04,2,True,True,False,False,81SckcJCLwL._AC_UL320_.jpg,hand-crafted,sea,Plastic,74,1,47,True,False,98,3.62,7.18,0.84,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
732abe6fd3dd45c2ab48abde,1229,Amazon Brand - Solimo Mobile Cover (Soft & Flexible Back case) Transparent for Apple iPhone 6,"tv, audio & cameras",41.55,4,False,False,False,True,51zkkbB5i8L._AC_UL320_.jpg,water-based infusion,air,Glass,-18,143,0,True,False,7,17.62,3.14,3.04,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
2b4100527bda43e79017e4d7,1230,Nelle Harper Women's Western (Mauve),accessories,23.34,5,True,False,True,True,61OI1czbe8L._AC_UL320_.jpg,water-based infusion,sea,Paper,23,25,18,False,True,8,27.08,4.49,4.64,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
77bf006b99d54ae8bc396503,1231,Fastrack Bold Analog Black Dial Men's Watch-NL38051SM04,stores,46.56,5,True,True,True,False,71GOhGVawvL._AC_UL320_.jpg,water-based infusion,air,Paper,85,187,4,True,True,11,5.48,9.88,1.17,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
3ebfd5f562484f748a947144,1232,CALANDIS Brass Mini Knife With Keychain Hole Package Opener Knife Key Chain Pendant,bags & luggage,27.12,5,False,True,True,False,61o0dMeMpfL._AC_UL320_.jpg,solar-powered,air,Composite,-302,29,100,False,False,38,29.06,9.19,2.39,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
d0bf773bd46d49949f3a2d5e,1233,Bonjour Woolen Thumb Socks For Women - Pack of 3,women's clothing,18.27,2,True,False,False,False,41gLrZd8tPL._AC_UL320_.jpg,water-based infusion,rail,Fabric,47,45,2,False,True,97,6.45,9.9,4.69,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
ab1420457807421986db44e0,1234,DIXCY JOSH Men Solid ICD Trunk Pack of 5,men's clothing,31.81,2,False,True,True,True,61lDkOG8qHL._AC_UL320_.jpg,hand-crafted,sea,Fabric,-29,89,29,False,True,0,25.64,8.29,2.32,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
905e6cdda4f243be9337ba44,1235,Vbuyz Women's Printed & Embroidered Anarkali Cotton Yellow Stitched Kurta Pant with Dupatta (VF-KU-1109-SKD),women's clothing,44.08,4,True,False,False,True,91h+QHWOb9L._AC_UL320_.jpg,solar-powered,rail,Composite,40,75,59,True,False,44,25.58,6.12,1.74,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
94dc214a7ded4a6a91ef30ee,1236,Rajnandini Women's Grey Cotton Printed Unstitched Salwar Suit Material,women's clothing,13.3,5,True,False,False,True,71WkQV8yFuL._AC_UL320_.jpg,solar-powered,truck,Paper,81,285,77,True,False,63,20.0,2.62,2.62,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
0c5cd46300214ad7acfee303,1237,DOCOSS-Set of 2-309-Metal TSA Approved Lock 4 Digit for Luggage Bag Number Password Travel Locks(Black),bags & luggage,40.69,5,True,True,True,False,71FgRd8HmbL._AC_UL320_.jpg,hand-crafted,rail,Composite,74,63,75,True,True,59,1.91,3.91,4.97,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
503abd433a9e4b2995a582fa,1238,RIVER Mens Jeans,men's clothing,6.2,1,False,True,False,False,81lAO8J7dlL._AC_UL320_.jpg,water-based infusion,truck,Metal,-66,77,88,False,False,66,12.56,6.14,2.55,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
67d84ff96fd849448f54fbc2,1239,Avsar 18KT Yellow Gold and Diamond Pendant for Women,accessories,32.2,4,True,True,False,False,61hBLYMnmKL._AC_UL320_.jpg,water-based infusion,air,Plastic,1,11,17,True,False,87,21.8,4.24,2.31,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
27db9661f30d46149f92c724,1240,maayeri jewels rose gold minimal statement jewellery set with earrings & maangtika,accessories,41.94,4,False,False,False,False,71OaLJghd9L._AC_UL320_.jpg,solar-powered,air,Plastic,-79,41,77,True,False,36,26.11,2.93,3.02,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
95c6b30916e34112adbe2a10,1241,LIVE-IN JEANS Mens Dk. Grey Slim Fitted Casual Trousers - LPM 10,men's clothing,20.84,4,True,True,False,True,413YmdsOiXL._AC_UL320_.jpg,solar-powered,sea,Plastic,49,133,16,False,True,19,19.48,3.04,4.65,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
8196819879e14ae8bea369b0,1242,Sparx Mens Sm-482 Dark Grey Neon Green Running Shoe - 9 UK (SM482NBNOR008),men's shoes,37.89,1,True,True,False,False,71ALjXYgTDL._AC_UL320_.jpg,hand-crafted,truck,Composite,29,96,94,True,False,36,25.71,4.03,0.26,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
728d795e2ba54c44a9e019eb,1243,Sparx Mens Sm-214 Loafers,men's shoes,43.98,2,False,False,False,False,817dDJtGUpL._AC_UL320_.jpg,solar-powered,rail,Fabric,-118,160,19,True,True,51,17.26,6.9,3.07,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
b4a5675447614ea392b06c5c,1244,Caprese Women's Satchel handbag,accessories,29.29,2,True,True,False,True,51Cx+57BDnL._AC_UL320_.jpg,hand-crafted,sea,Fabric,74,39,30,False,True,52,10.23,5.83,4.14,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
45a38a77fd9b4d4da9cd2690,1245,iwon Shock Proof Protection Cartoon Case / Tough Cover Case Compatible with AirPods (2 & 1) /Leather Cover for AirPods Wir...,"tv, audio & cameras",28.35,5,False,True,True,True,61-OTtevtUL._AC_UL320_.jpg,solar-powered,truck,Metal,-135,96,83,True,False,34,16.45,3.16,3.14,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
7632362d7932487d9b16756c,1246,Fargo Leatherette Side Sling Bags For Women's Ladies (Croco) (Maroon_FGO-351),accessories,33.44,5,True,True,False,False,51V9WdN6-AL._AC_UL320_.jpg,solar-powered,air,Composite,29,151,24,True,True,48,27.06,9.97,3.71,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
22b92aa49bef4cf98f878270,1247,Strop Round Neck MaroonWhite Colourblocked Fullsleeves T-Shirt for Men's,men's clothing,11.38,5,True,True,False,True,313x3mRz72L._AC_UL320_.jpg,water-based infusion,rail,Composite,65,107,56,False,False,56,14.63,2.23,0.87,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
52bcf64c9f9048e9a0f236f2,1248,APRODZ Mango Wood Fistza Kids Bunk Beds with Ladder for Bedroom | Brown Finish,home & kitchen,40.65,3,True,True,True,True,71thtHBDesL._AC_UL320_.jpg,water-based infusion,truck,Paper,82,78,28,False,True,68,6.69,2.98,0.9,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
9b435f1e25604c54b51f9b23,1249,GAP Men's Skinny Fit Jeans,men's clothing,20.09,3,True,False,False,True,81yXXCPk-ZL._AC_UL320_.jpg,hand-crafted,sea,Plastic,26,60,95,True,True,13,23.34,6.9,0.4,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
7edcdc578e2d4603acdd558f,1250,"PHILIPS Audio Tat1225 Bluetooth Truly Wireless in Ear Earbuds with Mic (TWS) with 18 Hours Playtime (6+12) Ipx4, Voice Ass...","tv, audio & cameras",49.93,4,True,False,True,False,718HvK+RQNL._AC_UL320_.jpg,hand-crafted,air,Glass,83,71,95,True,True,74,14.81,2.45,2.18,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
adf7f89853cd4c4d84f59cfe,1251,SanDisk Extreme SD UHS I 256GB Card for 4K Video for DSLR and Mirrorless Cameras 180MB/s Read & 130MB/s Write,"tv, audio & cameras",46.76,1,True,False,False,True,81tgPQEqsOL._AC_UL320_.jpg,solar-powered,truck,Metal,80,145,60,False,False,13,13.94,3.69,4.72,3.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
be9362f9941845a5b3dbbba9,1252,Wavex Carpet Cleaning Liquid | Premium detergent to clean all types of carpets,beauty & health,20.71,3,True,False,False,False,61HmThzqqrL._AC_UL320_.jpg,hand-crafted,air,Metal,81,42,53,False,False,7,7.57,4.87,0.99,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
34906d20997348a793db600a,1253,Accurate Traders Neelam Stone 3 to 12.5 ratti Original and Certified Blue Sapphire Gemstone,accessories,46.82,1,True,False,True,True,4179QpeBABL._AC_UL320_.jpg,water-based infusion,truck,Composite,34,170,74,True,False,86,20.53,4.4,1.24,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
88f69644865a43adb92a41a8,1254,"Awestuffs Panda Sleeping Plush Nap Eye Shade Cartoon Blindfold Long Eyelashes Sleep Cover Travel Rest Patch Mask (White, 1...",accessories,37.99,1,False,True,False,True,5119fr6lADL._AC_UL320_.jpg,water-based infusion,truck,Glass,-84,107,88,True,False,46,1.22,5.42,2.96,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
bb65f7127fa14b47a0e3b78a,1255,Kenstar Little 16L DX Air cooler (White),appliances,14.2,4,True,True,True,False,51eIcKMjnYS._AC_UL320_.jpg,water-based infusion,rail,Glass,61,111,98,True,False,10,18.12,3.68,2.8,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
d011abebc63f4be8b33bc082,1256,Destiny Jewels Gold Plated Astrology Zodiac Letter Card Necklace For Women & Girls new,accessories,28.35,4,False,False,True,True,61pE9e9XDFL._AC_UL320_.jpg,water-based infusion,truck,Paper,-21,139,76,True,False,81,21.52,3.39,1.07,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
234a0368dba14a81b2d50186,1257,Men's Black Synthetic Loafer for Men's,men's shoes,5.28,4,True,True,True,False,61ilH4wx1SL._AC_UL320_.jpg,water-based infusion,truck,Composite,10,3,31,False,True,6,13.09,9.05,3.32,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
3bf88182021f4e429ece9138,1258,"Shyle 925 Sterling Silver Dangle & Drop Earrings, Mizoya Concentric Versatile Jhumki, Well Stamped with 925,Traditional Ox...",accessories,45.41,3,True,True,True,True,71UVPijaZvL._AC_UL320_.jpg,water-based infusion,air,Fabric,29,108,77,True,False,9,18.46,8.56,1.04,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
f7cc1abc602f45d89345a995,1259,BATA Men's Dune Tr Outdoor Sandals,stores,34.67,2,True,True,True,True,71TXW7z0+bL._AC_UL320_.jpg,solar-powered,air,Plastic,22,178,97,True,True,3,22.35,1.3,4.08,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
f02f6ef0b289490abc5233e7,1260,Global Desi Soulful Trance Eau De Parfum 50ML & Star Gazer Body Mist 200ML Pack of 2 for Women Crafted by Ajmal,beauty & health,26.12,1,False,True,False,False,71fboh+JioS._AC_UL320_.jpg,water-based infusion,air,Composite,-54,44,6,False,False,95,5.63,8.42,4.35,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
076c7c0157bf4abfa8bd63d1,1261,Peter England Men's Regular Fit Shirt,men's clothing,37.81,5,False,False,True,False,61IP3ztYt+L._AC_UL320_.jpg,hand-crafted,rail,Fabric,-89,48,74,False,True,66,15.05,1.07,4.84,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
040a40d7255644059c985a2b,1262,BODYACTIVE Women's Cotton T-Shirt (Pack of 1),women's clothing,25.41,2,True,True,True,True,614D4lo0h6L._AC_UL320_.jpg,water-based infusion,air,Fabric,38,58,79,False,True,22,18.44,4.83,1.87,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
c392e7724e704475bb826914,1263,KENT 16002 Bed & Upholstery Vacuum Cleaner 450W | Cyclonic Technology for Dust Collection | UV Disinfection | Reduced Air ...,appliances,39.31,1,False,False,False,True,61XJajwgGrL._AC_UL320_.jpg,hand-crafted,sea,Glass,-75,70,84,True,False,78,6.92,0.94,2.99,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
fe966019bcd14d279d51ad9a,1264,Toyshine EVA Donut Bagpack for Kids Girls Boys Preschool Nursery Travel Bag - Robot M4,accessories,49.69,4,True,True,True,False,61qR0oNV9KL._AC_UL320_.jpg,water-based infusion,air,Metal,67,79,51,True,True,79,18.46,7.71,0.12,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
b0511e0cc9c8456599f6a16d,1265,"pepme Jute Cotton Laundry Basket, 16 inch Handcrafted Storage Bag for Home, Multi-Purpose Storage with Handle for Living R...",appliances,8.87,3,True,False,True,False,81PClO0REzL._AC_UL320_.jpg,hand-crafted,rail,Fabric,79,67,18,True,False,72,6.02,3.74,0.84,2.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
ca65273fae11482aa11157d1,1266,FOOT STAIR Men's Sports Shoes || Outer Material- Fabric || Sole Material- PVC || FITNESS-08 Black RED,men's shoes,18.62,2,True,False,True,True,61La8jcdb+L._AC_UL320_.jpg,water-based infusion,rail,Fabric,13,33,9,True,True,49,2.06,4.28,1.53,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
90cc9bd6560543b08eee4dcc,1267,BODYCARE Womens Thermal Bottoms Pack Of 1,women's clothing,49.3,5,True,False,True,True,41-O-CykgdL._AC_UL320_.jpg,hand-crafted,air,Composite,9,34,5,True,False,75,22.14,1.44,3.36,10.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
95bc322897b3474c8410bae5,1268,FITWINGS Women's Skinny Fit Jegging I Slim Fit Denim Lycra Stretchable I Full-Length Jeggings Pants I Stylish Casual Pants...,women's clothing,47.68,4,False,True,True,False,51o3quCmUbL._AC_UL320_.jpg,solar-powered,air,Glass,-9,167,15,False,False,0,28.02,2.83,2.53,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
7a73bf9ff42443c182308862,1269,Dhe Best Bike Engine Chain/Pitch Front Sprocket/Gear Box Sprocket cog 16 Teeth Black Compatible with Royal Enfield Standar...,car & motorbike,48.65,5,True,True,False,False,51f0mLy4AtL._AC_UL320_.jpg,hand-crafted,truck,Glass,10,82,28,False,False,12,16.7,6.87,4.41,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
8f9948adac7041b98ed3729a,1270,Imperative Gym wear Leggings Ankle Length Workout Tights Fitness Yoga Track Pants for Girls & Women (Multicolor),women's clothing,26.02,4,False,False,True,False,51-5PMwSn3L._AC_UL320_.jpg,water-based infusion,air,Plastic,-218,242,25,True,True,92,1.81,0.57,0.17,7.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
3739f67b4a3044dd98e95a11,1271,Valerie Girls Kids Rainbow Cute Unicorn Crossbody Purse Sequins Shoulder Bag Gift for Girls,accessories,32.95,5,False,False,True,True,51u8m8j5h5L._AC_UL320_.jpg,solar-powered,rail,Composite,-2,13,18,True,False,64,28.24,4.17,0.15,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
ec5b2a2771f94ac8ba1cdef5,1272,Red Tape Men Dark Green Polo Neck T-Shirt,men's clothing,20.38,3,True,False,True,True,71vgAjHX+xL._AC_UL320_.jpg,hand-crafted,truck,Metal,3,143,27,True,False,97,22.33,2.48,2.68,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
94ddcd6586f14f218179b1cb,1273,HAMMONDS FLYCATCHER Genuine NDM Leather Ladies Handbag|WB3002V,accessories,6.3,1,False,True,False,True,81jLHuSJ0VL._AC_UL320_.jpg,hand-crafted,sea,Metal,-95,137,51,True,False,46,11.73,6.22,1.99,4.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
f2f06fd0665d4c4ba2f46387,1274,SSKR Alum Phitkari Stone Fitkari Crystals - 450 Gms,grocery & gourmet foods,49.67,4,True,True,False,False,41wj1PwQgPL._AC_UL320_.jpg,water-based infusion,air,Glass,18,1,44,True,True,13,12.62,7.62,0.19,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
1bd0ece85b7247899cb53fde,1275,"Mahaveer Enterprises Gazipur Washing Machine,",appliances,,5,True,False,False,False,41k57wjcBFL._AC_UL320_.jpg,hand-crafted,truck,Glass,67,40,28,True,True,78,7.42,3.86,4.49,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
111a2e849d8d444cb92d65f1,1276,Pikkme iPhone 12/12 Pro Back Cover | Flexible Pu Leather | Full Camera Protection | Raised Edges | Super Soft-Touch | Bump...,"tv, audio & cameras",23.59,3,True,True,True,False,61mPXhv4A1L._AC_UL320_.jpg,hand-crafted,sea,Paper,43,215,99,False,True,94,26.23,2.22,1.21,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
d342d4db59a046f5b09e0e06,1277,Lucky Jewellery 18 K Gold Plated�with/Without 99.99 Silver Pure Chandi Two Thousand Rupee Note Rakhi Boho Collection Raksh...,accessories,49.63,4,True,False,False,False,71Pl2wTwT-S._AC_UL320_.jpg,solar-powered,rail,Glass,65,194,44,True,True,20,2.89,3.89,4.42,5.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
f3ffddb9faab45f09d407e2e,1278,"MULTY RAYS 3 Light, Globe Shape Beautiful Glass Design Pendant Hanging lamp with 12watt Colour Changing Bulb (E27 Holder)",home & kitchen,39.13,1,True,False,False,False,81wRCiC8h6L._AC_UL320_.jpg,solar-powered,rail,Fabric,77,322,84,False,False,79,2.96,5.96,1.67,9.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
39c2bd10ae3449f593346c66,1279,VSTAR Maple Women’s Skin-Friendly Cotton Hipster Panties for Women (Assorted Pack of 3),women's clothing,19.36,2,True,True,True,True,81bL7EzKNnL._AC_UL320_.jpg,water-based infusion,air,Paper,99,20,71,True,False,43,5.06,7.62,4.46,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
6a7fb322acaa4115ad34b9da,1280,I Jewels 18k Rhodium Plated American Diamond Sparkling Dangle Earrings for Women (E2100Z),accessories,7.13,5,True,True,True,True,81sRt-x8uyL._AC_UL320_.jpg,water-based infusion,truck,Plastic,29,35,60,False,False,31,3.66,1.78,0.32,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
c52447182db54c95a05e1752,1281,Fancy Walas Presents Handicraft Ladies Traditional Mobile Phone Pouch Sling Wallet Saree Waist Clip Hook Gift for Women,bags & luggage,29.0,1,True,True,True,False,917yiLtHbML._AC_UL320_.jpg,solar-powered,air,Paper,31,32,28,False,True,81,12.79,8.41,0.79,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
f8e96537e7aa43f498c606e4,1282,MACTREE Men's Sneakers Walking Shoe,stores,48.42,4,False,True,False,True,51IC5J4hzDL._AC_UL320_.jpg,solar-powered,truck,Plastic,-4,69,60,False,False,93,7.06,3.88,3.17,1.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
e560b4acb8234a528883521f,1283,U Ulitmate Rubber Foam Roller (4 Pieces) (Multicolour),sports & fitness,5.42,4,False,True,True,False,61x3BzeY58L._AC_UL320_.jpg,solar-powered,rail,Composite,-139,56,87,False,True,87,5.6,7.43,0.23,6.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
2a9209be23a74433a75495a6,1284,Simxen 4 Pcs Dummy CCTV Dome Camera with Blinking Red LED Light for Home Or Office Security Camera,"tv, audio & cameras",19.42,3,False,True,False,False,71YnTBlWBuL._AC_UL320_.jpg,water-based infusion,truck,Glass,-4,6,98,True,False,8,5.57,1.96,0.86,8.0,2025-06-20T14:53:08.286Z,2025-06-20T14:53:08.286Z
